doi,location,geocode,latitude,longitude
10.1016/j.rse.2010.02.022,Cameroon,Cameroun,4.6125522,13.1535811
10.1002/2016JD025423,North America,North America,51.0000002,-109
10.5194/bg-10-789-2013,Maun,"Maun, North-West District, P.O. BOX 217, Botswana",-19.9860951,23.4224352
10.3354/cr01175,Africa,Africa,11.5024338,17.7578122
10.1038/s41598-018-27673-x,Caribbean,"Caribbean, Ayiti",18.4,-75
10.3390/rs11121475,Africa,Africa,11.5024338,17.7578122
10.3390/geosciences7010017,SE,Sverige,59.6749712,14.5208584
10.5589/m05-018,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1007/s00382-018-4421-y,California,"California, United States",36.7014631,-118.755997
10.3389/feart.2017.00102,Quaternary,"庐山国家公园, 牯岭镇, 庐山市, 九江市, 江西省, 中国",29.54343025,116.01876
10.1371/journal.pone.0138759,Canada,Canada,61.0666922,-107.991707
10.1080/07038992.2017.1259556,US,United States,39.7837304,-100.445882
10.1080/19475705.2016.1271831,Telangana,"Telangana, India",17.8495919,79.1151663
10.1016/j.jhydrol.2015.07.050,North Central,"උතුරු මැද පළාත, ශ්‍රී ලංකාව இலங்கை",8.28269675,80.4848708
10.1002/2016JD026421,Atlantic,"Atlantic, Cass County, Iowa, 50022, United States",41.4036007,-95.0138776
10.1016/j.jhydrol.2016.06.021,Sparta,"Σπάρτη, Ορθίας Αρτέμιδος, Χαρίσιο, Δήμος Σπάρτης, Περιφερειακή Ενότητα Λακωνίας, Περιφέρεια Πελοποννήσου, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, 23100, Ελλάς",37.08114525,22.42486178
10.1007/s12665-015-4858-9,India,India,22.3511148,78.6677428
10.1038/srep16050,Pacific,"Pacific, King County, Washington, United States",47.2640129,-122.2485492
10.1038/s41598-019-55067-0,India,India,22.3511148,78.6677428
10.3390/rs11151783,Central Europe,"Central Europe, Muskogee County, Oklahoma, 74423, United States",35.670119,-95.167241
10.1007/s11442-018-1517-6,Central Asia,"Central Asia, классический маршрут, Чон-Алайский район, Ошская область, Кыргызстан",39.4009215,72.8676621
10.1016/j.quaint.2019.06.017,Mongolia,Монгол улс ᠮᠤᠩᠭᠤᠯ ᠤᠯᠤᠰ,46.8250388,103.8499736
10.3390/rs9050499,the United States,"The Summit, Guadalupe County, Texas, United States",29.6330078,-97.98859404
10.1016/j.epsl.2018.09.029,Greenland,Kalaallit Nunaat,77.6192349,-42.8125967
10.3390/w12010101,the Monsoon Region,"Monsoon Avenue, Assakae, Sekondi-Takoradi, Sekondi Takoradi Metropolitan District, Western Region, MC 1613, Ghana",4.9492351,-1.7603034
10.5194/bg-15-1721-2018,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1002/2016GL070842,Arctic,"Arctic, Town of Masonville, Delaware County, New York, United States",42.1856379,-75.4143448
10.1016/j.csr.2014.10.001,the Gulf of Thailand,Gulf of Thailand,9.87695265,102.0691215
10.1002/joc.4526,Inner Mongolia,"内蒙古自治区, 中国",43.2443242,114.3251664
10.5194/esd-2018-20,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1002/hyp.11358,Canada,Canada,61.0666922,-107.991707
10.1007/s12665-019-8180-9,Greece,Ελλάς,38.9953683,21.9877132
10.1016/j.jhydrol.2012.08.028,Northeast,"Đông Bắc, Việt Nam",21.91253095,106.038266
10.1016/j.rse.2017.07.029,Arctic,"Arctic, Town of Masonville, Delaware County, New York, United States",42.1856379,-75.4143448
10.1016/j.rse.2019.111374,Shanghai,"上海市, 黄浦区, 上海市, 200001, 中国",31.2322758,121.4692071
10.1016/j.jag.2019.102034,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1175/JHM-D-18-0115.1,Arkansas,"Arkansas, United States",35.2048883,-92.4479108
10.1002/eco.1870,River Basin,"River Basin, East River, Chester District Municipality, Lunenburg County, Nova Scotia, Canada",44.585423,-64.16858091
10.5194/tc-10-1965-2016,Greenland,Kalaallit Nunaat,77.6192349,-42.8125967
10.1002/eco.1800,China,中国,35.000074,104.999927
10.1175/JHM-D-14-0105.1,the Yangtze River,"The First Bend of Yangtze River, G353, 下海螺, 玉龙纳西族自治县, 丽江市, 云南省, 中国",26.8684743,99.9677172
10.1016/j.uclim.2016.08.003,Phoenix,"Phoenix, Maricopa County, Arizona, United States",33.4484367,-112.0741417
10.5194/hess-17-1871-2013,Bangladesh,বাংলাদেশ,23.5031022,90.00386524
10.1021/es301851x,Brazil,Brasil,-10.3333333,-53.2
10.1016/j.rse.2018.09.019,the Huanghe River,"津河, 红桥区, 天津市, 300100, 中国",39.1473144,117.13816
10.5194/hess-24-615-2020,Arkansas,"Arkansas, United States",35.2048883,-92.4479108
10.1016/j.jag.2014.09.017,Brazil,Brasil,-10.3333333,-53.2
10.1002/2014GB005082,South America,South America,-21.0002179,-61.0006565
10.1038/srep29664,South Asia,"Asia, Maynard Alley South, Little Saigon, International District/Chinatown, Seattle, King County, Washington, 98104, United States",47.5968685,-122.3241476
10.1080/01431161.2017.1341665,HY-2A,"2A, حي البهتيمى, الإسماعيلية, 41613, مصر",30.5837724,32.2653517
10.3390/rs11131597,China,中国,35.000074,104.999927
10.1038/s41598-020-58664-6,Mediterranean,"Mediterranean, İskele, Kuzey Kıbrıs Türk Cumhuriyeti, Κύπρος - Kıbrıs",35.25570135,33.90401195
10.1038/s41598-019-54875-8,Maxwell Bay,"Maxwell Bay, Sodus, Wayne County, New York, United States",43.2694163,-77.02610594
10.5194/nhess-20-345-2020,Ecuador,Ecuador,-1.3397668,-79.3666965
10.1016/j.rse.2019.111509,Andes,"Andes, Distrito Las Cuevas, Departamento Las Heras, Mendoza, Argentina",-32.6529485,-70.0118233
10.1371/journal.pone.0172663,Taiwan,臺灣,23.9739374,120.9820179
10.1016/j.rse.2015.01.011,USA,United States,39.7837304,-100.445882
10.3390/rs12020258,North America,North America,51.0000002,-109
10.3390/rs10050760,Vietnam,Việt Nam,13.2904027,108.4265113
10.1007/978-3-319-29495-7_3,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.5194/os-14-731-2018,South Pacific,"South Pacific, Harris County, Texas, 77049, United States",29.843032,-95.177848
10.1175/2007JHM944.1,South America,South America,-21.0002179,-61.0006565
10.1029/2011JD016856,BB,Barbados,13.1500331,-59.5250305
10.5194/os-14-387-2018,Indian Ocean,Indian Ocean,-9.9999999,69.9999999
10.1371/journal.pone.0210819,Mediterranean,"Mediterranean, İskele, Kuzey Kıbrıs Türk Cumhuriyeti, Κύπρος - Kıbrıs",35.25570135,33.90401195
10.1080/15481603.2015.1134140,Brazil,Brasil,-10.3333333,-53.2
10.5194/esd-10-205-2019,Latin America,"Breakfast in America, Rue des Écoles, Quartier Saint-Victor, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France",48.84774885,2.351138359
10.1016/j.rse.2017.04.014,Zambia,Zambia,-14.5189121,27.5589884
10.1016/j.rse.2018.12.013,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1038/s41598-020-61408-1,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1029/2006GB002735,North America,North America,51.0000002,-109
10.1038/nplants.2016.193,US,United States,39.7837304,-100.445882
10.3390/rs10111771,Xiao,"小学校, 与地辰野線, 大字中箕輪, 箕輪町, 上伊那郡, 長野県, 3994601, 日本",35.92337565,137.9433898
10.3390/rs8070565,Africa,Africa,11.5024338,17.7578122
10.1007/978-3-642-14776-0_20,Southeast Asia,"Asia, Riemannstraße, Zentrum-Südost, Mitte, Leipzig, Sachsen, Deutschland",51.3305381,12.3786243
10.1029/2018JB016083,Central Valley,"Central Valley, San Joaquin County, California, 95201, United States",38,-121.4
10.1016/j.pce.2019.11.003,EI,"頴娃, 国道226号, 頴娃町郡, 南九州市, 鹿児島県, 日本",31.2290864,130.5003552
10.3390/rs10111745,USA,United States,39.7837304,-100.445882
10.3390/rs70708757,Midwest,"Midwest, Natrona County, Wyoming, 82643, United States",43.411391,-106.280075
10.5194/se-10-599-2019,Germany,Deutschland,51.0834196,10.4234469
10.1016/j.rse.2018.02.016,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1016/j.rse.2019.04.005,Midwest,"Midwest, Natrona County, Wyoming, 82643, United States",43.411391,-106.280075
10.1515/geo-2016-0052,Lebanon,لبنان,33.8750629,35.843409
10.1016/j.catena.2019.104390,the Lower Plateau,"Lower Plateau Road, Bilgola Plateau, Sydney, Northern Beaches Council, Northern Beaches, New South Wales, 2107, Australia",-33.6437603,151.3115657
10.1080/01431161.2010.532819,DM,Dominica,15.4113138,-61.3653618
10.1002/rra.3058,Namibia,Namibia,-23.2335499,17.3231107
10.1155/2017/7257492,North Atlantic,"North Atlantic, 230, Route 230, Bonavista, Newfoundland, Newfoundland and Labrador, A0C 1B0, Canada",48.64154835,-53.10331969
10.1007/s12517-019-4855-5,India,India,22.3511148,78.6677428
10.3389/feart.2019.00197,Asia,Asia,51.2086975,89.2343748
10.1002/2014GB004826,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1016/j.pocean.2014.12.007,Gulf,"Gulf County, Florida, United States",29.9665252,-85.2175889
10.1016/j.jag.2014.12.017,Midwestern United States,"Midwestern State University, 3410, Taft Boulevard, Wichita Falls, Wichita County, Texas, 76308, United States",33.87119915,-98.52212963
10.1002/2017JG004145,New Mexico,"New Mexico, United States",34.5708167,-105.993007
10.1080/10106049.2016.1206975,Indus River,"Indus River (branch), سکھر, سندھ, پاکستان",27.6862738,68.849237
10.3390/fire1010004,Northeast,"Đông Bắc, Việt Nam",21.91253095,106.038266
10.1016/j.jag.2018.10.015,the Southern Hemisphere,"Europäische Südsternwarte, 2, Karl-Schwarzschild-Straße, Hochschul- und Forschungszentrum, Garching bei München, Landkreis München, Bayern, 85748, Deutschland",48.25962725,11.67131622
10.3390/rs70606950,Chapada,"Chapada, Região Geográfica Imediata de Carazinho, Região Geográfica Intermediária de Passo Fundo, Rio Grande do Sul, Região Sul, Brasil",-28.0587829,-53.0657459
10.1002/2014WR016509,Mediterranean,"Mediterranean, İskele, Kuzey Kıbrıs Türk Cumhuriyeti, Κύπρος - Kıbrıs",35.25570135,33.90401195
10.1038/s41598-019-40784-3,Pacific,"Pacific, King County, Washington, United States",47.2640129,-122.2485492
10.1016/j.ecss.2018.04.036,Gulf,"Gulf County, Florida, United States",29.9665252,-85.2175889
10.5194/hess-15-1699-2011,USA,United States,39.7837304,-100.445882
10.1007/s40808-019-00601-2,North 24 Parganas,"North 24 Parganas, West Bengal, India",22.7182799,88.64248091
10.1002/2016JC011815,the west coast,"The West Coast, River Valley Walterdale, Greater Strathcona, Edmonton, Edmonton (city), Alberta, T5K 0V4, Canada",53.5276434,-113.4868705
10.5194/bg-13-4271-2016,Multi,"Multi, Pio XII, Chimbacalle, Quito, Pichincha, 170121, Ecuador",-0.2428667,-78.5099157
10.1016/j.scitotenv.2014.08.070,Boston,"Boston, Suffolk County, Massachusetts, 02102, United States",42.3602534,-71.0582912
10.1016/j.rse.2013.12.002,Montana,"Montana, United States",47.3752671,-109.638757
10.1179/1752270614Y.0000000114,Greece,Ελλάς,38.9953683,21.9877132
10.1080/10106049.2016.1195883,Manipur State,"Manipur North, Senapati, Manipur, India",25.333333,94.166667
10.1111/j.1365-2699.2007.01708.x,South America,South America,-21.0002179,-61.0006565
10.1016/j.rse.2016.04.005,Antarctic sea,"Terres australes et antarctiques françaises, France",-49.23744195,69.62275904
10.1016/j.gloplacha.2016.09.005,United States,United States,39.7837304,-100.445882
10.1016/j.jag.2019.101979,Vietnam,Việt Nam,13.2904027,108.4265113
10.5194/esurf-3-423-2015,Eurasia,"Евразия, набережная Чёрной речки, Выборгская сторона, округ Ланское, Санкт-Петербург, Северо-Западный федеральный округ, 197342, Россия",59.9861519,30.3039291
10.1007/s41748-019-00111-2,Middle East,"Middle East, Baltimore, Maryland, United States",39.3014159,-76.5888477
10.1371/journal.pone.0169423,Alberta,"Alberta, Canada",55.001251,-115.002136
10.1029/2005JD006575,Asia,Asia,51.2086975,89.2343748
10.1007/s12665-015-4605-2,USSR,"USSR, 东海路, 河东区街道, 吉阳镇, 吉阳区, 三亚市, 海南省, 560000, 中国",18.222304,109.5155769
10.1016/j.rse.2015.10.015,the Amazon Basin,"The Amazon Basin, Anzac Highway, Glenelg East, Adelaide, City of Holdfast Bay, South Australia, 5045, Australia",-34.9766094,138.5202686
10.1016/j.rse.2019.111259,Southwest,"Southwest, Cameroun",5.0577606,9.2289407
10.3390/rs6054600,earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.3390/rs6076407,US,United States,39.7837304,-100.445882
10.1175/JCLI-D-14-00813.1,the North Atlantic,"Michael S. Dukakis South Station Transportation Center, 700, Atlantic Avenue, Leather District, Downtown Boston, Boston, Suffolk County, Massachusetts, 02210, United States",42.3518392,-71.05502541
10.3390/fire2040058,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1071/WF12149,United States,United States,39.7837304,-100.445882
10.3390/rs10060823,China,中国,35.000074,104.999927
10.3390/w7052358,United States,United States,39.7837304,-100.445882
10.3390/rs10010087,Southern California,"California, Московская улица, Азов, городской округ Азов, Ростовская область, Южный федеральный округ, 346780, Россия",47.1127496,39.4236353
10.1038/srep41393,Central Africa,"África, Ypatí, Villa Elisa, Central, Región Oriental, 2610, Paraguay",-25.357836,-57.5836513
10.1002/2016JD026379,East Asia,"East Asia, Dapitan Street, Barangay 6, Zone 2, District 1, Pasay, Southern Manila District, Metro Manila, 1305, Philippines",14.5546203,120.9893544
10.1002/2014JC010337,the Arctic Ocean,"Arctic Ocean Drive, Baywood, Brick Township, Ocean County, New Jersey, 08723, United States",40.02648,-74.098288
10.1002/2016JD025105,the North Pacific,"University of the Pacific, 3601, North Pacific Avenue, Stockton, San Joaquin County, California, 95211, United States",37.98042375,-121.3128472
10.5194/essd-8-651-2016,the Amazon Basin,"The Amazon Basin, Anzac Highway, Glenelg East, Adelaide, City of Holdfast Bay, South Australia, 5045, Australia",-34.9766094,138.5202686
10.22146/ijg.27328,Indonesia,Indonesia,-2.4833826,117.8902853
10.1002/2014JC010405,California,"California, United States",36.7014631,-118.755997
10.1002/2013JB010923,Antarctica,Antarctica,-79.4063075,0.3149312
10.1007/s12040-020-1347-7,China,中国,35.000074,104.999927
10.1016/j.rse.2019.02.028,ALOS,"Alos, Albi, Tarn, Occitanie, France métropolitaine, 81140, France",44.0201551,1.871548171
10.1016/j.rse.2012.06.004,L ai,"AI, Avenue Jean-Rodolphe-Perronet, Renges, Bussigny, District de l'Ouest lausannois, Vaud, 1015, Schweiz/Suisse/Svizzera/Svizra",46.52048625,6.563736636
10.1016/j.pocean.2019.102140,North Atlantic,"North Atlantic, 230, Route 230, Bonavista, Newfoundland, Newfoundland and Labrador, A0C 1B0, Canada",48.64154835,-53.10331969
10.1007/s10040-016-1416-9,Jordan,الأردن,31.1667049,36.941628
10.1016/j.rse.2015.12.033,MODIS,"Modis, Носовихинское шоссе, район Новокосино, Реутов, Москва, Центральный федеральный округ, 111672, Россия",55.7455236,37.8600478
10.1016/j.ejrh.2017.05.002,the United Arab Emirates,"Consulate General of the United Arab Emirates, 1999, Avenue of the Stars, Century City, Los Angeles, Los Angeles County, California, 90067, United States",34.0587415,-118.41651
10.1071/WF14031,China,中国,35.000074,104.999927
10.1080/01431160410001735094,North America,North America,51.0000002,-109
10.1130/B35006.1,San Joaquin Rivers,"Two Rivers Road, San Joaquin County, California, United States",37.686228,-121.235221
10.1016/j.crte.2019.01.001,Gabon,Gabon,-0.8999695,11.6899699
10.1021/acs.est.6b02602,Africa,Africa,11.5024338,17.7578122
10.1175/JHM-D-17-0240.1,Australia,Australia,-24.7761086,134.755
10.5194/nhess-19-535-2019,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.3390/rs9050399,Drangajökull,"Drangajökull, Ísland",66.15187975,-22.23367783
10.1016/j.jag.2014.08.001,Ireland,Éire / Ireland,52.865196,-7.9794599
10.1016/j.rse.2015.09.021,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.5194/isprs-archives-XLII-4-W12-105-2019,Morocco,Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب,31.1728205,-7.3362482
10.1155/2012/260515,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1038/s41598-017-07960-9,Catalina Lake,"Catalina, Baker Ranch, Lake Forest, Orange County, California, 92610-3437, United States",33.6741043,-117.6758412
10.3390/ijgi6020036,Andalusia,"Andalucía, España",37.3399964,-4.5811614
10.5194/esd-4-359-2013,West Africa,"Young African Leaders Initiative Regional Leadership Center, West Africa, Accra (YALI), Greenhill Close, Green Hill, Accra, Okaikwei North Municipal District, Greater Accra Region, BOX LG25, Ghana",5.6343285,-0.2001247777
10.1016/j.quascirev.2005.03.005,North America,North America,51.0000002,-109
10.1515/fsmu-2016-0005,Scandinavia,"Scandinavia, Waupaca County, Wisconsin, United States",44.4616446,-89.1492785
10.5194/isprs-archives-XLII-3-W6-535-2019,post-monsoon,"Monsoon Place Northwest, Albuquerque, Bernalillo County, New Mexico, 87120-1367, United States",35.1072108,-106.7403501
10.1002/2016WR020007,Medicine Lake,"Medicine Lake, Hennepin County, Minnesota, United States",45.0080802,-93.41973278
10.1029/2019JD031685,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
10.1016/j.rse.2019.111618,Earth,"Earth, Lamb County, Texas, United States",34.2331373,-102.4107493
